,Const,Runtime,Imdbvotes,Metascore,Award Status_Oscar Nom,Award Status_Oscar Win,Award Status_Other Nom,Award Status_Other Win,Genre Group_Action/Adventure,Genre Group_Drama/Thriller,Genre Group_Animation,Genre Group_Comedy,Genre Group_Horror
411,1.0,109.0,2179.0,58.74590869939707,0,0,0,0,0,0,0,0,0
390,1.0,106.0,8735.0,58.74590869939707,0,0,1,0,0,0,0,0,0
231,1.0,121.0,25464.0,58.74590869939707,0,0,1,0,0,0,0,0,0
698,1.0,97.0,46939.0,51.0,0,0,0,0,0,0,0,1,0
1681,1.0,81.0,706.0,22.0,0,0,0,1,1,0,0,0,0
2554,1.0,97.0,1298.0,77.0,0,0,0,1,0,0,0,0,0
1443,1.0,99.0,18111.0,45.0,0,0,1,0,0,0,0,1,0
33,1.0,51.0,302.0,58.74590869939707,0,0,0,0,1,0,0,0,0
3020,1.0,91.0,4472.0,81.0,0,0,0,1,0,0,0,0,0
48,1.0,95.0,41276.0,59.0,0,1,0,0,0,0,0,1,0
877,1.0,133.0,32567.0,60.0,1,0,0,0,0,0,0,0,0
115,1.0,87.0,243.0,58.74590869939707,0,0,0,1,0,0,0,0,0
3292,1.0,81.0,17344.0,71.0,0,0,1,0,0,1,0,0,0
296,1.0,96.0,2080.0,58.74590869939707,0,0,0,1,0,1,0,0,0
3041,1.0,95.0,283865.0,60.0,0,0,0,1,1,0,0,0,0
245,1.0,101.0,3646.0,58.74590869939707,0,0,0,1,0,1,0,0,0
1574,1.0,103.0,52189.0,46.0,0,0,0,1,0,0,0,1,0
30,1.0,91.0,128863.0,83.0,0,1,0,0,0,0,0,1,0
1877,1.0,80.0,5605.0,67.0,0,0,0,1,0,1,0,0,0
981,1.0,98.0,327.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1838,1.0,85.0,39746.0,89.0,0,0,0,1,0,0,0,1,0
3261,1.0,100.0,3004.0,58.74590869939707,0,0,0,1,0,1,0,0,0
3061,1.0,116.0,65486.0,54.0,0,0,1,0,0,0,0,0,1
3115,1.0,120.0,69060.0,73.0,0,0,0,1,0,1,0,0,0
1960,1.0,145.0,8281.0,54.0,0,0,0,1,0,0,0,0,0
2198,1.0,90.0,22019.0,45.0,0,0,1,0,0,0,0,0,0
1853,1.0,95.0,6379.0,42.0,0,0,0,1,0,0,0,1,0
1522,1.0,121.0,49076.0,64.0,1,0,0,0,1,0,0,0,0
2093,1.0,87.0,10909.0,28.0,0,0,1,0,0,0,1,0,0
2937,1.0,111.0,3039.0,79.0,0,0,0,1,0,0,0,0,0
683,1.0,147.0,680306.0,94.0,0,1,0,0,0,1,0,0,0
263,1.0,112.0,29972.0,60.0,1,0,0,0,0,1,0,0,0
3004,1.0,119.0,588529.0,84.0,0,0,0,1,1,0,0,0,0
44,1.0,81.0,193671.0,58.0,0,1,0,0,0,0,1,0,0
110,1.0,93.0,1853.0,58.74590869939707,0,0,0,1,0,0,0,0,0
2638,1.0,97.0,16893.0,51.0,0,0,0,0,0,1,0,0,0
2514,1.0,97.0,2745.0,64.0,0,0,0,1,0,1,0,0,0
150,1.0,102.0,21931.0,78.0,0,0,0,1,0,0,0,0,0
1728,1.0,108.0,175499.0,46.0,0,0,0,1,1,0,0,0,0
533,1.0,101.0,1173.0,58.74590869939707,0,0,0,1,1,0,0,0,0
2451,1.0,107.0,11584.0,39.0,0,0,0,1,0,1,0,0,0
3279,1.0,99.0,49325.0,77.0,0,0,0,1,0,0,0,0,0
1797,1.0,99.0,17479.0,63.0,0,0,0,1,1,0,0,0,0
300,1.0,104.0,33059.0,46.0,0,0,0,0,1,0,0,0,0
630,1.0,88.0,2013.0,61.0,0,0,1,0,0,0,0,1,0
556,1.0,135.0,87073.0,98.0,1,0,0,0,1,0,0,0,0
1575,1.0,102.0,662029.0,64.0,0,0,0,1,0,0,0,0,0
534,1.0,119.0,11133.0,57.0,0,0,1,0,0,0,0,1,0
1625,1.0,121.0,182767.0,42.0,0,0,0,1,1,0,0,0,0
2720,1.0,93.0,426988.0,69.0,0,1,0,0,0,0,1,0,0
2400,1.0,97.0,12286.0,58.74590869939707,0,0,0,0,1,0,0,0,0
676,1.0,97.0,690.0,58.74590869939707,0,0,0,0,1,0,0,0,0
1906,1.0,94.0,373.0,42.0,0,0,0,1,0,1,0,0,0
2666,1.0,98.0,78892.0,53.0,0,0,0,1,0,0,0,1,0
819,1.0,86.0,13750.0,33.0,0,0,0,0,0,0,0,1,0
938,1.0,106.0,48152.0,47.0,0,0,1,0,0,0,0,1,0
2161,1.0,108.0,21973.0,60.0,0,0,1,0,0,0,0,0,0
3047,1.0,90.0,1617.0,68.0,0,0,0,1,0,0,0,0,0
379,1.0,84.0,1013.0,58.74590869939707,0,0,0,0,0,0,0,0,0
466,1.0,125.0,275471.0,53.0,0,1,0,0,0,0,0,1,0
1992,1.0,76.0,18796.0,73.0,0,0,0,0,0,0,1,0,0
2136,1.0,80.0,7188.0,96.0,0,0,0,1,0,1,0,0,0
747,1.0,99.0,87219.0,66.0,0,0,0,1,0,0,0,1,0
